gstin,invoice_no,invoice_date,taxable_value,igst,cgst,sgst,irn,irn_generated_at,gstr1_filing_period,supplier_gstr3b_filed,itc_availability
06GGVXM7101A1Z0,INV/26-27/7020,2027-10-29,23593.48,4246.83,0.00,0.00,3d05a5bfb6dd10de6d81d214eaa61f29a1d77947eaef93bb85133341a31ea355,,,Y,Yes
07UNCXF8294D1Z1,INV/26-27/7056,2027-12-10,16441.12,2959.41,0.00,0.00,426ca79c965be1b6005dd9f32a6c9d717d4f19636eb091a90c1eee973815a4c7,,,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7008,2027-09-01,5233.64,0.00,471.03,471.03,ec4d64389c7fad6b476034c9372b732efc9806a8ca0bd39c7ef409a584f51525,2027-09-01T09:15:00,2027-09,Y,Yes
06GEJXB8104L1ZZ,INV/26-27/7022,2027-11-08,17986.61,3237.59,0.00,0.00,897af41c9bf49bc6849ae1c7bfe73ac7d1e18893dcfc2d97cfd271c89674e43e,,,Y,Yes
06JUGXA5838F1Z5,INV/26-27/7031,2027-04-11,23832.20,4289.80,0.00,0.00,6a82470c9070bcd426a01dce96df95e014575074ce717594dffc5f851bf32a7d,,,Y,Yes
06BQFXV3099P1ZF,INV/26-27/7055,2027-01-24,20566.33,3701.94,0.00,0.00,,,,Y,No
07JGGXL7710A1Z4,INV/26-27/7049,2027-02-13,27558.69,4960.57,0.00,0.00,,,,Y,No
33IIJXD9564X1ZJ,INV/26-27/7051,2027-01-05,5750.21,1035.04,0.00,0.00,e810a1eb7b4fb3f7fc9c8d6e03ddb8bcfce453a4af4f1308b1b45c6213d76446,,,Y,Yes
06VNHXB5931K1Z0,INV/26-27/7019,2027-08-07,6897.82,1241.61,0.00,0.00,2d10954c9e2ba5eb33eb3dae9c8cb5e4f777eaef30e8f48681f5b239eaa92508,,,Y,Yes
06DQFXF8365R1ZM,INV/26-27/7038,2027-07-17,20658.95,3718.62,0.00,0.00,70f2ef35bd1d6b3b09aba908613a86c611974430956bd368debe0bd37528575d,,,Y,Yes
06UFUXK2185X1Z6,INV/26-27/7015,2027-06-12,4536.38,816.55,0.00,0.00,cb0abd6f3726c94a3c53386c75bc8596c62078c4635d63d00347e26cdc2eb8b9,,,Y,Yes
29JJCXX2254G1ZA,INV/26-27/7023,2027-04-29,22706.27,0.00,2043.57,2043.57,34785ca02fbc693736ecf82adee6cf9205c15c4eb8e9f93dea42ac9a1779ddd2,,,Y,Yes
07UIAXU1628L1Z1,INV/26-27/7058,2027-03-24,521.53,93.88,0.00,0.00,,,,Y,No
07AYNXY0429C1ZU,INV/26-27/7041,2027-03-01,12552.91,2259.53,0.00,0.00,08ed6dfd95784114b8f79e4b408278a5b9281a20fb50808ed030a76c03833cc5,,,Y,Yes
06RNEXA1564C1ZS,INV/26-27/7046,2027-09-24,2638.20,474.88,0.00,0.00,1f76b32d7be4e2f1c0c342d8d23bec1d5254c16caa8e9531190200d9ecbbd706,,,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7011,2027-12-01,8191.53,0.00,737.24,737.24,,2027-12-01T09:15:00,2027-12,Y,No
24NJVXV6683L1Z7,INV/26-27/7025,2027-04-14,21594.71,3887.05,0.00,0.00,f3c16c2b46289e055169c1a4a8cfa8820223c5188c59cc7c77d17353a79b1e49,,,Y,Yes
33ICDXZ4847Y1ZM,INV/26-27/7027,2027-02-07,7839.12,1411.05,0.00,0.00,a3b3e93dc0dfc9b800cb103754ad0032b901d7fdf0fb0074ec83eacfd5ae7d76,,,N,Yes
29WJFXV9376H1Z9,INV/26-27/7052,2027-07-21,10349.11,0.00,931.42,931.42,4f76fe3714ac38e85051e145b303ca619bf8aef877cdbedb0f39030bd9a3094a,,,Y,Yes
27SEJXD1492A1ZZ,INV/26-27/7032,2027-03-11,6984.47,1257.21,0.00,0.00,90cd165ca405ba3575aa978e6c7a6f2b34f1642b68badcc4e673f5819ce5193d,,,Y,Yes
29FRUXZ3660V1ZF,INV/26-27/7035,2027-01-13,7564.40,0.00,680.80,680.80,78c9d7b148e20da3f81ff5947adf00b2241b5bfbd47cb1da9b772a7a76f84be5,,,Y,Yes
27OLEXZ2816A1ZD,INV/26-27/7034,2027-10-12,26349.49,4742.91,0.00,0.00,29b58764aded60c93f44448d4bf0ab8f1dfd8a7f95d035d65ec5965025f83286,,,Y,Yes
24VEBXN0605F1Z5,INV/26-27/7043,2027-01-07,2276.58,409.79,0.00,0.00,40d8a450286ac292d38f26dc1875c8c04354af96ce9fc95fa010991c3b1cf14c,,,Y,Yes
27XNWXB7065S1ZU,INV/26-27/7014,2027-02-27,12480.72,2246.53,0.00,0.00,086f6d7d9074ebc4438363160b7c86eb1aacdb7e6e3eec4093e75e364bbd0858,,,Y,Yes
27LFGXD0718B1ZE,INV/26-27/7026,2027-05-07,16359.17,2944.66,0.00,0.00,297e1b9157a172643a553e046aab4a2e6f9d7aa0dfb407de3d981bc7a5a5bc44,,,Y,Yes
27VHHXP8125V1Z9,INV/26-27/7029,2027-09-24,12480.81,2246.55,0.00,0.00,60d0348a7d13ae0e9d5a7ddc058dc2fc2cd9af2d1e01f3998d6956af0f5084da,,,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7000,2027-01-01,9261.78,0.00,833.57,833.57,17ccb65e2a97d65f0899a25900895aa5af13689f62dc08345e0065af2b86ef54,2027-01-01T09:15:00,2027-01,Y,Yes
33COYXO1024K1Z6,INV/26-27/7036,2027-10-11,16638.74,2994.98,0.00,0.00,2c8ad781d9e39ece6bb31e97a1e205e0489dd39acc090e6df52a7f8961d430e6,,,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7001,2027-02-01,3697.07,0.00,332.74,332.74,66213009130c1b99e5e6997631fffaaf0c659cc3064ba1b8df10597b1135e0fc,2027-02-01T09:15:00,2027-02,Y,Yes
27ACFXD4739M1ZW,INV/26-27/7047,2027-03-14,8932.07,1607.78,0.00,0.00,2b9def8eeacbbc25335e4f71c9d822667a316c822f457871a4fcb7efcd23dc60,,,Y,Yes
06RQQXV0520S1Z6,INV/26-27/7044,2027-06-10,6181.91,1112.75,0.00,0.00,,,,N,No
29RVZXM9443Z1ZM,INV/26-27/7004,2027-05-01,6112.99,0.00,550.17,550.17,38e975381cb00c83ea583a11cb76217bd3dd02bedf5dc4411d86df7d29df2bf7,2027-05-01T09:15:00,2027-05,Y,Yes
06ZLUXN1763R1ZZ,INV/26-27/7039,2027-09-26,14167.10,2550.08,0.00,0.00,62605205535d81e10dc2fd65b44a7cef05c24d4fa0d7d95d1af2b18e570dd330,,,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7007,2027-08-01,4884.44,0.00,439.60,439.60,9d55d81bac1a3eebc78c2b83ab2758c79a4cae031987aa8bb3f515e7a06d58da,2027-08-01T09:15:00,2027-08,Y,Yes
06MHMXW1559N1ZQ,INV/26-27/7037,2027-01-25,26612.27,4790.21,0.00,0.00,,,,Y,No
33DRFXV2009O1Z0,INV/26-27/7050,2027-08-14,29263.00,5267.34,0.00,0.00,b8906dc8d8d78827d8970470f3479bf602504bd7bea44d9b4316c21c5629c3db,,,Y,Yes
07OYAXB9517B1Z3,INV/26-27/7040,2027-01-11,14668.81,2640.39,0.00,0.00,e811fe316678e01eeb13b49219abc0da3d842f64e6ecadfd16b173fa1d830e00,,,Y,Yes
29CXXXW1168O1ZL,INV/26-27/7059,2027-03-10,26791.18,0.00,2411.21,2411.21,d070b7da053d3b125bd157780c45e1a53f38c2959684373769888cec88312ec8,,,Y,Yes
24ZGHXP1307C1ZU,INV/26-27/7045,2027-02-23,5658.84,1018.60,0.00,0.00,0a2b37cd919230dee861c4e9fb5eb9f7f50940420c85f907b54e2d5fe9a44cf2,,,Y,Yes
06SRKXX7867M1ZN,INV/26-27/7017,2027-05-25,6854.13,1233.75,0.00,0.00,e209a30666b33c1410c725eb5453334401cff76a3d61ddcc7378eaff4c3b4707,,,Y,Yes
06OBRXM2473M1Z8,INV/26-27/7024,2027-09-04,16443.38,2959.81,0.00,0.00,c32487cde1630be9301d952d1f784eb9259dd8ec917cab776dd6acef2a373e77,,,Y,Yes
06LHQXE1646K1ZF,INV/26-27/7054,2027-09-01,18185.03,3273.31,0.00,0.00,388ddf3b3ed0d6e8bec4086724aa9e9fe9ce55d18fed7c0a0c1246045d05f1e5,,,N,Yes
06TKWXI1065N1ZN,INV/26-27/7033,2027-06-18,23958.91,4312.61,0.00,0.00,ba37650976ad4f4fcf0774f2cf771e72793791d817ff102fe8777372ea9905e2,,,N,Yes
33FMNXI6095G1Z8,INV/26-27/7048,2027-03-06,26455.95,4762.08,0.00,0.00,21ebcfb9cbdb356f76cd079566b61f5d1956ee36b7423da891b3a1a3fbe7c608,,,Y,Yes
06OADXH6592O1ZD,INV/26-27/7028,2028-01-05,2699.92,485.99,0.00,0.00,6035b5059ed1626e34b96fa5dd2efcf1f2e533a18d7641bef80056d0b8e957a3,,,Y,Yes
33YBHXY3445Q1ZT,INV/26-27/7057,2027-12-25,15725.09,2830.52,0.00,0.00,c370a0910cb3542c2eb9b364958aa50c14ffb3ee93a85fe09d5602fcf71b0c8d,,,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7010,2027-11-01,2577.59,0.00,231.99,231.99,b3b1763fb340d9c71d267a8def8786d3016eb4675bfbb60c2d7e4c95f63b6899,2027-11-01T09:15:00,2027-11,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7003,2027-04-01,4753.18,0.00,427.79,427.79,fffbd073a15e66b617bf64815c7b9bf503c540c9c3a9420b7e49fa19ac297450,2027-04-01T09:15:00,2027-04,Y,Yes
29RVZXM9443Z1ZM,INV/26-27/7006,2027-07-01,3590.46,0.00,323.15,323.15,16623f0f01ba73a5e675c626a620484ae4b18ad6de46982db1cf24efe2d47a85,2027-07-01T09:15:00,2027-07,Y,Yes
